Name,Label,URL,Latitude,Longitude
Cluny,Cluny Castle,https://www.wikidata.org/wiki/Q15279294,56.12,-3.75
Clyde,Clyde,https://www.wikidata.org/wiki/Q19721,55.714735,-4.982529
Coatbridge,Coatbridge,https://www.wikidata.org/wiki/Q1018723,55.8625,-4.026666667
Cockburnspath,Cockburnspath,https://www.wikidata.org/wiki/Q5139565,55.9329,-2.36018
Cockenzie,Cockenzie and Port Seton,https://www.wikidata.org/wiki/Q1013257,55.95,-2.95
Coldingham,Coldingham,https://www.wikidata.org/wiki/Q1011149,55.886672,-2.156753
Coldstone,Coldstone,https://www.wikidata.org/wiki/Q26304339,51.86261254,-1.571243002
Coldstream,Coldstream,https://www.wikidata.org/wiki/Q1018874,55.65361111,-2.263888889
Colinsburgh,Colinsburgh,https://www.wikidata.org/wiki/Q5145730,56.2206,-2.8463
Colinton,Colinton,https://www.wikidata.org/wiki/Q5145731,55.9083,-3.25
Coll,Coll,https://www.wikidata.org/wiki/Q194451,56.63333333,-6.557222222
Collinsburgh,Colinsburgh,https://www.wikidata.org/wiki/Q5145730,56.2206,-2.8463
Colmonel,Colmonell,https://www.wikidata.org/wiki/Q5147750,55.1167,-4.91667
Colston,Colston,https://www.wikidata.org/wiki/Q5149368,55.8992,-4.23584
Comlock,Camlough,https://www.wikidata.org/wiki/Q1249329,54.1805,-6.4109
Comrie,Comrie,https://www.wikidata.org/wiki/Q1011363,56.3749,-3.98825
Comrle,Comrie,https://www.wikidata.org/wiki/Q1011363,56.3749,-3.98825
Condorat,Condorrat,https://www.wikidata.org/wiki/Q5159355,55.934,-4.021
Condoret,Condorrat,https://www.wikidata.org/wiki/Q5159355,55.934,-4.021
Corfu,Corfu,https://www.wikidata.org/wiki/Q121378,39.62388889,19.82
Corgarff,Corgarff,https://www.wikidata.org/wiki/Q5170492,57.1608,-3.1925
Cork,Cork,https://www.wikidata.org/wiki/Q36647,51.9,-8.473055556
Cornhill,Cornhill,https://www.wikidata.org/wiki/Q17797269,56.3046,-3.16549
Corpuck,Corpach,https://www.wikidata.org/wiki/Q2409970,56.843,-5.123
Corsairs,,,NA,NA
Corstorphine,Corstorphine,https://www.wikidata.org/wiki/Q5173194,55.9429,-3.28544
Coulter,"Coulter, South Lanarkshire",https://www.wikidata.org/wiki/Q5176179,55.5897,-3.54972
Coupar Angus,Coupar Angus,https://www.wikidata.org/wiki/Q1011681,56.546425,-3.266958
Coupar Fife,Cupar,https://www.wikidata.org/wiki/Q1012047,56.3194,-3.01155
Covington,Covington,https://www.wikidata.org/wiki/Q25931010,NA,NA
Cowdenburn,West Linton,https://www.wikidata.org/wiki/Q1011845,55.7526,-3.3554
Craig,Craig Dorney,https://www.wikidata.org/wiki/Q31083872,57.40469,-2.99274
Craig Ellachie,Craigellachie,https://www.wikidata.org/wiki/Q1026790,57.4905,-3.18938
Craigellachie,Craigellachie,https://www.wikidata.org/wiki/Q1026790,57.4905,-3.18938
Crail,Crail,https://www.wikidata.org/wiki/Q1010416,56.2608,-2.6263
Cramond,Cramond,https://www.wikidata.org/wiki/Q1249896,55.9667,-3.3
Crathes,Crathes Castle,https://www.wikidata.org/wiki/Q2748806,57.06148333,-2.439916667
Crathie,"Crathie, Aberdeenshire",https://www.wikidata.org/wiki/Q1139052,57.0403,-3.21528
Crawford,Crawford,https://www.wikidata.org/wiki/Q5182801,55.4625,-3.66218
Crawford-John,Crawfordjohn,https://www.wikidata.org/wiki/Q5182936,55.4833,-3.76667
Crawfordjohn,Crawfordjohn,https://www.wikidata.org/wiki/Q5182936,55.4833,-3.76667
Creetown,Creetown,https://www.wikidata.org/wiki/Q1010008,54.9,-4.38333
Crichton,Crichton,https://www.wikidata.org/wiki/Q5184920,55.8471,-2.98249
Crief,Crieff,https://www.wikidata.org/wiki/Q639666,56.37361111,-3.843055556
crieff,Crieff,https://www.wikidata.org/wiki/Q639666,56.37361111,-3.843055556
Crieff,Crieff,https://www.wikidata.org/wiki/Q639666,56.37361111,-3.843055556
Crieff & Comrie,Comrie,https://www.wikidata.org/wiki/Q1011363,56.3749,-3.98825
Crien,,,NA,NA
Crinan,Crinan,https://www.wikidata.org/wiki/Q5185734,56.0833,-5.58333
Crocketford,Crocketford,https://www.wikidata.org/wiki/Q5187341,55.0333,-3.83333
Cromarty,Cromarty,https://www.wikidata.org/wiki/Q1012390,57.6816,-4.03701
Crook,Crook Inn,https://www.wikidata.org/wiki/Q1140969,NA,NA
Crook of Devon,Crook of Devon,https://www.wikidata.org/wiki/Q3307907,56.1667,-3.55
Crossford,"Crossford, South Lanarkshire",https://www.wikidata.org/wiki/Q5188605,55.7,-3.87083
Crossgates,"Crossgates, Fife",https://www.wikidata.org/wiki/Q5188613,56.0667,-3.38333
Crosshill,Crosshill,https://www.wikidata.org/wiki/Q30359349,55.32472222,-4.638611111
Crosshill,Crosshill,https://www.wikidata.org/wiki/Q30359349,55.32472222,-4.638611111
Crossmichael,Crossmichael,https://www.wikidata.org/wiki/Q5188731,54.9804,-3.98756
Crouchley,,,NA,NA
Croyston,,,NA,NA
Cruden,Cruden Bay,https://www.wikidata.org/wiki/Q1012006,57.4173,-1.85248
Cuba,Cuba,https://www.wikidata.org/wiki/Q241,22,-79.5
Culen,Cullen,https://www.wikidata.org/wiki/Q1969309,57.69472222,-2.815277778
Culivoe,Cullivoe,https://www.wikidata.org/wiki/Q899534,60.705,-1.007
Cullen,Cullen,https://www.wikidata.org/wiki/Q1969309,57.69472222,-2.815277778
Culross,Culross,https://www.wikidata.org/wiki/Q2424554,56.0554,-3.6293
Culsalmond,"Kirkton Of Culsalmond, Old Parish Church",https://www.wikidata.org/wiki/Q17571094,55.5649,-3.09556
Culter,Peterculter,https://www.wikidata.org/wiki/Q29833,57.097,-2.2657
Cumberland,Cumberland,https://www.wikidata.org/wiki/Q23360,54.75,-3
Cumbernauld,Cumbernauld,https://www.wikidata.org/wiki/Q996616,55.94,-3.98
Cumineston,Cuminestown,https://www.wikidata.org/wiki/Q1009160,57.5397,-2.33167
Cuminstone,Cuminestown,https://www.wikidata.org/wiki/Q1009160,57.5397,-2.33167
Cumnathen,,,NA,NA
Cumnock,Cumnock,https://www.wikidata.org/wiki/Q1010019,55.4529,-4.2638
Cupar,Cupar,https://www.wikidata.org/wiki/Q1012047,56.3194,-3.01155
Cupar Angus,Coupar Angus,https://www.wikidata.org/wiki/Q1011681,56.546425,-3.266958
Cupar Fife,Cupar,https://www.wikidata.org/wiki/Q1012047,56.3194,-3.01155
Cupar-Angus,Coupar Angus,https://www.wikidata.org/wiki/Q1011681,56.546425,-3.266958
Cupar-Fife,Cupar,https://www.wikidata.org/wiki/Q1012047,56.3194,-3.01155
Cuper of Angus,Coupar Angus,https://www.wikidata.org/wiki/Q1011681,56.546425,-3.266958
Cuper of Fife,Cupar,https://www.wikidata.org/wiki/Q1012047,56.3194,-3.01155
Curacoa,Curaçao,https://www.wikidata.org/wiki/Q25279,12.18333333,-69
Currie,Currie,https://www.wikidata.org/wiki/Q1144879,55.896,-3.30744
Cushnie,Cushnie Lodge,https://www.wikidata.org/wiki/Q17774213,57.19,-2.78871
Cuxhaven,,,NA,NA
Dailly,Dailly,https://www.wikidata.org/wiki/Q1011838,55.27,-4.72
Daily,Dailly,https://www.wikidata.org/wiki/Q1011838,55.27,-4.72
Dairsie,Dairsie,https://www.wikidata.org/wiki/Q571601,56.3468,-2.94578
Dairy,,,NA,NA
Dalbeatie,Dalbeattie,https://www.wikidata.org/wiki/Q1011670,54.932,-3.822
Dalbeattie,Dalbeattie,https://www.wikidata.org/wiki/Q1011670,54.932,-3.822
Dalhousie,Dalhousie Castle,https://www.wikidata.org/wiki/Q2969112,55.86055556,-3.082222222
Daljarroch,"Pinwherry, Daljarrock Hotel",https://www.wikidata.org/wiki/Q17839984,55.1548,-4.83263
Dalkeith,Dalkeith,https://www.wikidata.org/wiki/Q727520,55.86666667,-3.066666667
Dalketih,Dalkeith,https://www.wikidata.org/wiki/Q727520,55.86666667,-3.066666667
Dalmally,Dalmally,https://www.wikidata.org/wiki/Q1109293,56.4042,-4.97417
Dalmellington,Dalmellington,https://www.wikidata.org/wiki/Q3997899,55.31666667,-4.383333333
Dalmuir,Dalmuir,https://www.wikidata.org/wiki/Q1158064,55.9086,-4.43417
Dalnacardoch,Dunkeld - Dalnacardoch - Ruthven - Aviemore - Inverness Military Road,https://www.wikidata.org/wiki/Q17838758,56.5919,-3.62057
Dalry,Dalry,https://www.wikidata.org/wiki/Q3467446,55.711,-4.723
Dalrymple,"Dalrymple, East Ayrshire",https://www.wikidata.org/wiki/Q5211618,55.3975,-4.58603
Dalswinton,Dalswinton,https://www.wikidata.org/wiki/Q5211643,55.15,-3.66667
Dalton,Dalry,https://www.wikidata.org/wiki/Q3467446,55.711,-4.723
Damhead,"Traquair Mill, Cottages, Damhead Cottage",https://www.wikidata.org/wiki/Q17848601,55.5987,-3.06805
Darnick,Darnick,https://www.wikidata.org/wiki/Q15059215,55.6,-2.75
Darnlee,Darnick,https://www.wikidata.org/wiki/Q15059215,55.6,-2.75
Darsiemuir,,,NA,NA
Darvel,Darvel,https://www.wikidata.org/wiki/Q1016753,55.61,-4.28088
Daviot,Daviot,https://www.wikidata.org/wiki/Q1785583,57.3333,-2.41667
Demerara,Demerara,https://www.wikidata.org/wiki/Q1185346,6.8121,-58.1701
Denholm,Denholm,https://www.wikidata.org/wiki/Q1020223,55.458,-2.68467
Denmark,Denmark,https://www.wikidata.org/wiki/Q35,56,10
Denny,Denny,https://www.wikidata.org/wiki/Q3778259,56.018,-3.907
Dennyloanhead,Dennyloanhead,https://www.wikidata.org/wiki/Q5259257,56,-3.911
Derval,Darvel,https://www.wikidata.org/wiki/Q1016753,55.61,-4.28088
Deskford,Deskford,https://www.wikidata.org/wiki/Q5264554,57.6415,-2.8315
Dingwall,Dingwall,https://www.wikidata.org/wiki/Q1011416,57.45,-4.4
Dirleton,Dirleton,https://www.wikidata.org/wiki/Q2020424,56.048,-2.785
Disarm,,,NA,NA
Dollar,Dollar,https://www.wikidata.org/wiki/Q1235672,56.1625,-3.66814
Dolphington,Dolphinton,https://www.wikidata.org/wiki/Q5289674,55.7,-3.41667
Dominica,Dominica,https://www.wikidata.org/wiki/Q784,15.416667,-61.333333
Doncaster,Doncaster,https://www.wikidata.org/wiki/Q58900,53.516,-1.133
Dornoch,Dornoch,https://www.wikidata.org/wiki/Q1016920,57.88,-4.03
Douglas,Douglas,https://www.wikidata.org/wiki/Q5301155,55.55,-3.85
Douglas Mill,,,NA,NA
Douglaston,Kinnettles,https://www.wikidata.org/wiki/Q6414086,56.609,-2.939
Doune,Doune,https://www.wikidata.org/wiki/Q1014524,56.19,-4.053
Dover,Dover,https://www.wikidata.org/wiki/Q179224,51.1275,1.312222222
Down,,,NA,NA
Dromore,Drummore,https://www.wikidata.org/wiki/Q3776588,54.6898,-4.89351
Dronly,Dronley Burn,https://www.wikidata.org/wiki/Q31095503,56.51201,-3.07682
Drum,Drum Castle,https://www.wikidata.org/wiki/Q1923521,57.095,-2.338
Drumfires,Dumfries,https://www.wikidata.org/wiki/Q652035,55.06666667,-3.616666667
Drumfork,Drumfork House,https://www.wikidata.org/wiki/Q17829857,56.7222,-3.39181
Drumfries,Dumfries,https://www.wikidata.org/wiki/Q652035,55.06666667,-3.616666667
Drumlanrig,Drumlanrig,https://www.wikidata.org/wiki/Q5309175,55.2737,-3.80869
Drumlethie,Drumlithie,https://www.wikidata.org/wiki/Q5309183,56.9167,-2.35
Drumlithie,Drumlithie,https://www.wikidata.org/wiki/Q5309183,56.9167,-2.35
Drumnadrochit,Drumnadrochit,https://www.wikidata.org/wiki/Q1010428,57.3373,-4.48
Drumoak,Drumoak,https://www.wikidata.org/wiki/Q635398,57.0862,-2.33828
Drumstur Muir,"Drumsturdy Road, Cunmont Cottages West",https://www.wikidata.org/wiki/Q17779367,56.5093,-2.8278
Dryman,Drymen,https://www.wikidata.org/wiki/Q1009428,56.065,-4.45107
Drymen,Drymen,https://www.wikidata.org/wiki/Q1009428,56.065,-4.45107
Dubbyside,Levenmouth,https://www.wikidata.org/wiki/Q6535183,56.2,-3
Dublin,Dublin,https://www.wikidata.org/wiki/Q1761,53.3425,-6.265833333
Duddingston,Duddingston,https://www.wikidata.org/wiki/Q3715916,55.9416,-3.14673
Dufftown,Dufftown,https://www.wikidata.org/wiki/Q1012028,57.4408,-3.12613
Duffus,Duffus,https://www.wikidata.org/wiki/Q5312382,57.7,-3.4
Dumbarton,Dumbarton,https://www.wikidata.org/wiki/Q34779,55.94861111,-4.547222222
Dumblane,Dunblane,https://www.wikidata.org/wiki/Q614314,56.18888889,-3.973611111
Dumfermline,Dunfermline,https://www.wikidata.org/wiki/Q211950,56.07138889,-3.461666667
Dumfries,"Dalton, Dumfries and Galloway",https://www.wikidata.org/wiki/Q919147,55.0531,-3.38778
Dumlane,Dunblane,https://www.wikidata.org/wiki/Q614314,56.18888889,-3.973611111
Dunbar,Dunbar,https://www.wikidata.org/wiki/Q1002133,55.99833333,-2.522777778
Dunbar Coach,Dunbar,https://www.wikidata.org/wiki/Q1002133,55.99833333,-2.522777778
Dunbarton,Dunbartonshire,https://www.wikidata.org/wiki/Q140090,55.96,-4.53
Dunbeath,Dunbeath,https://www.wikidata.org/wiki/Q2464541,58.25,-3.42
Dunblane,Dunblane,https://www.wikidata.org/wiki/Q614314,56.18888889,-3.973611111
Dundee,Dundee,https://www.wikidata.org/wiki/Q123709,56.464,-2.97
Dunfermline,Dunfermline,https://www.wikidata.org/wiki/Q211950,56.07138889,-3.461666667
Dunfyre,Dunsyre,https://www.wikidata.org/wiki/Q3041378,55.7167,-3.48333
Dunglas,Dunglass,https://www.wikidata.org/wiki/Q2891384,55.94166667,-2.375555556
Dunglass,Dunglass,https://www.wikidata.org/wiki/Q2891384,55.94166667,-2.375555556
Dunkeld,Dunkeld,https://www.wikidata.org/wiki/Q1265921,56.55833333,-3.583333333
Dunlop,Kilmarnock,https://www.wikidata.org/wiki/Q576562,55.61166667,-4.494444444
Dunmore,Dunmuir Hill,https://www.wikidata.org/wiki/Q31058436,54.94663,-3.93015
Dunnet,Dunnet Head,https://www.wikidata.org/wiki/Q1260729,58.6725,-3.37528
Dunning,Dunning,https://www.wikidata.org/wiki/Q1012257,56.3118,-3.58896
Dunnoon,Dunoon,https://www.wikidata.org/wiki/Q1020251,55.947,-4.923
Dunoon,Dunoon,https://www.wikidata.org/wiki/Q1020251,55.947,-4.923
Dunscore,Dunscore,https://www.wikidata.org/wiki/Q5315672,55.142,-3.7801
Dunse,Duns,https://www.wikidata.org/wiki/Q425611,55.7784,-2.3426
Dunshelt,Cash Mill,https://www.wikidata.org/wiki/Q31087315,56.2779,-3.21882
Dunsyre,Dunsyre,https://www.wikidata.org/wiki/Q3041378,55.7167,-3.48333
Duntocher,Duntocher,https://www.wikidata.org/wiki/Q5315758,55.9333,-4.41667
Duntoher,Duntocher,https://www.wikidata.org/wiki/Q5315758,55.9333,-4.41667
Dunvegan,Dunvegan,https://www.wikidata.org/wiki/Q747568,57.44,-6.58
Durness,Durness,https://www.wikidata.org/wiki/Q992725,58.56666667,-4.75
Durris,Kirkton of Durris,https://www.wikidata.org/wiki/Q6415847,57.0561,-2.37472
Dysart,Dysart,https://www.wikidata.org/wiki/Q2631587,56.13,-3.11
E. Kilbride,East Kilbride,https://www.wikidata.org/wiki/Q654226,55.76667,-4.18333
Eaglesham,Eaglesham,https://www.wikidata.org/wiki/Q638046,55.7394,-4.27333
Earlsferry,Elie and Earlsferry,https://www.wikidata.org/wiki/Q1010092,56.1899,-2.82334
Earlston,Earlston,https://www.wikidata.org/wiki/Q1010108,55.633,-2.667
Earlstoun,Earlston,https://www.wikidata.org/wiki/Q1010108,55.633,-2.667
Earlton,Earlston,https://www.wikidata.org/wiki/Q1010108,55.633,-2.667
Easdale,Easdale,https://www.wikidata.org/wiki/Q3046485,56.29222222,-5.658055556
Eassie,Eassie,https://www.wikidata.org/wiki/Q5327553,56.5833,-3.08333
East Calder,East Calder,https://www.wikidata.org/wiki/Q5327978,55.9,-3.46667
East Indies,East Indies,https://www.wikidata.org/wiki/Q27780046,NA,NA
East Kilbride,East Kilbride,https://www.wikidata.org/wiki/Q654226,55.76667,-4.18333
East Linton,East Linton,https://www.wikidata.org/wiki/Q1009895,55.9833,-2.65
East Lothian,East Lothian,https://www.wikidata.org/wiki/Q207257,55.91666667,-2.75
"East of England, short of London",,,NA,NA
East of Scotland,,,NA,NA
Eastend,,,NA,NA
Eastyell,Yell,https://www.wikidata.org/wiki/Q376068,60.62277778,-1.1
Ebenton,Evanton,https://www.wikidata.org/wiki/Q1010142,57.66313056,-4.338319444
Ecclefechan,Ecclefechan,https://www.wikidata.org/wiki/Q1015818,55.0616,-3.26424
Ecclesechan,Ecclefechan,https://www.wikidata.org/wiki/Q1015818,55.0616,-3.26424
Echelsichen,Ecclefechan,https://www.wikidata.org/wiki/Q1015818,55.0616,-3.26424
Echt,"Echt, Aberdeenshire",https://www.wikidata.org/wiki/Q5332839,57.1405,-2.43455
Eclipse,,,NA,NA
Eddelston,Eddleston,https://www.wikidata.org/wiki/Q5336619,55.712,-3.20651
Eddleston,Eddleston,https://www.wikidata.org/wiki/Q5336619,55.712,-3.20651
Edinbrugh,Edinburgh,https://www.wikidata.org/wiki/Q23436,55.95,-3.198888889
Edinburgh,Edinburgh,https://www.wikidata.org/wiki/Q23436,55.95,-3.198888889
Edinburgh & Leith,Edinburgh,https://www.wikidata.org/wiki/Q23436,55.95,-3.198888889
Egypt,Egypt,https://www.wikidata.org/wiki/Q79,26,29
Eisdale,Easdale,https://www.wikidata.org/wiki/Q3046485,56.29222222,-5.658055556
Elgin,Elgin,https://www.wikidata.org/wiki/Q841074,57.64638889,-3.315277778
Elie,Elie and Earlsferry,https://www.wikidata.org/wiki/Q1010092,56.1899,-2.82334
Ellie,Ely,https://www.wikidata.org/wiki/Q209176,52.40066667,0.2658527778
Ellon,Ellon,https://www.wikidata.org/wiki/Q1026799,57.366,-2.086
Elrick,Elrick,https://www.wikidata.org/wiki/Q5367338,57.1481,-2.29416
Elton,Elton,https://www.wikidata.org/wiki/Q5367828,52.335,-2.798
Ely,Isle of Ely,https://www.wikidata.org/wiki/Q935339,52.4,0.2583333333
England,England,https://www.wikidata.org/wiki/Q21,55.8,-2.033333333
Errol,Errol,https://www.wikidata.org/wiki/Q5395549,56.3915,-3.21321
Essequibo,Essequibo,https://www.wikidata.org/wiki/Q1368792,7.03333333,-58.45
Etal,Etal,https://www.wikidata.org/wiki/Q5402396,55.648,-2.12
Ettrick,Ettrick,https://www.wikidata.org/wiki/Q3059402,55.4188,-3.1708
Evanton,Evanton,https://www.wikidata.org/wiki/Q1010142,57.66313056,-4.338319444
Eyemouth,Eyemouth,https://www.wikidata.org/wiki/Q1020260,55.86944444,-2.090555556
Faifley,Faifley,https://www.wikidata.org/wiki/Q5429651,55.925,-4.387
Fairlie,Fairlie,https://www.wikidata.org/wiki/Q5430546,55.7604,-4.8541
Fala,Fala,https://www.wikidata.org/wiki/Q5431606,55.8333,-2.88333
"Fala
",Fala,https://www.wikidata.org/wiki/Q5431606,55.8333,-2.88333
Fala-dam,Fala,https://www.wikidata.org/wiki/Q5431606,55.8333,-2.88333
Faladam,Fala,https://www.wikidata.org/wiki/Q5431606,55.8333,-2.88333
falkirk,Falkirk,https://www.wikidata.org/wiki/Q623687,56.00055556,-3.784444444
Falkirk,Falkirk,https://www.wikidata.org/wiki/Q623687,56.00055556,-3.784444444
Falkland,Falkland,https://www.wikidata.org/wiki/Q1012069,56.25,-3.2
Falls of Clyde,Falls of Clyde,https://www.wikidata.org/wiki/Q37493,55.65468056,-3.771491667
Falmouth,Falmouth,https://www.wikidata.org/wiki/Q478029,50.15,-5.066666667
Far,,,NA,NA
Fearn,Fearn,https://www.wikidata.org/wiki/Q3776563,57.7667,-3.95662
Felton,"Felton, Northumberland",https://www.wikidata.org/wiki/Q2611142,55.298,-1.707
Fenwick,Fenwick,https://www.wikidata.org/wiki/Q5443668,55.6604,-4.4412
Ferry-port-on-Craig,Tayport,https://www.wikidata.org/wiki/Q1010148,56.4467,-2.8796
Fettercairn,Fettercairn,https://www.wikidata.org/wiki/Q3070901,56.8516,-2.57548
Feus Carnoustie,Carnoustie,https://www.wikidata.org/wiki/Q1012395,56.5005,-2.71472
Fewels,,,NA,NA
Fife,Fife,https://www.wikidata.org/wiki/Q201149,56.25,-3.2
Findhorn,Findhorn,https://www.wikidata.org/wiki/Q1011578,57.659,-3.611
Finhaven,Finavon,https://www.wikidata.org/wiki/Q16866075,56.70676,-2.8251577
Fintry,Fintry,https://www.wikidata.org/wiki/Q1026796,56.0533,-4.22404
Finzean,Finzean,https://www.wikidata.org/wiki/Q5451002,57.03,-2.65
Firth and all parts round the coast,,,NA,NA
Fisherrow,Fisherrow,https://www.wikidata.org/wiki/Q5454932,55.9463,-3.0583
Fisherstryst,,,NA,NA
Flanders,Flanders,https://www.wikidata.org/wiki/Q234,51,4.5
Fochabers,Fochabers,https://www.wikidata.org/wiki/Q1011728,57.6122,-3.09711
Foggyloan,Aberchirder,https://www.wikidata.org/wiki/Q1017022,57.5583,-2.63004
Ford,Ford,https://www.wikidata.org/wiki/Q3811439,52.71775,-2.870438889
Ford (Northumberland),"Ford, Northumberland",https://www.wikidata.org/wiki/Q2571383,55.632,-2.08
Fordoun,Fordoun,https://www.wikidata.org/wiki/Q5468100,56.8729,-2.41175
Forfar,Forfar,https://www.wikidata.org/wiki/Q996509,56.64305556,-2.89
Forgendery,,,NA,NA
Forgue,Forgue,https://www.wikidata.org/wiki/Q15218029,57.48333333,-2.65
Forres,Forres,https://www.wikidata.org/wiki/Q1010531,57.6,-3.61673
Fort Augustus,Fort Augustus,https://www.wikidata.org/wiki/Q1012033,57.1432,-4.68066
Fort George,Fort George,https://www.wikidata.org/wiki/Q1426707,57.58384444,-4.070177778
Fort William,Fort William,https://www.wikidata.org/wiki/Q848909,56.81694444,-5.109722222
Fort-Augustus,Fort Augustus,https://www.wikidata.org/wiki/Q1012033,57.1432,-4.68066
Fort-George,Fort George,https://www.wikidata.org/wiki/Q1426707,57.58384444,-4.070177778
Fort-William,Fort William,https://www.wikidata.org/wiki/Q848909,56.81694444,-5.109722222
Forth,Firth of Forth,https://www.wikidata.org/wiki/Q202083,56.16666667,-2.75
Fortingal,Fortingall,https://www.wikidata.org/wiki/Q2356464,56.59789,-4.05541
Fortingall,Fortingall,https://www.wikidata.org/wiki/Q2356464,56.59789,-4.05541
Fortrose,Fortrose,https://www.wikidata.org/wiki/Q1010212,57.5815,-4.13237
"Fortune, East",East Fortune,https://www.wikidata.org/wiki/Q5328385,56.01666667,-2.683333333
Fortwilliam,Fort William,https://www.wikidata.org/wiki/Q848909,56.81694444,-5.109722222
Fountainhall,Fountainhall,https://www.wikidata.org/wiki/Q17567386,55.8991,-2.91857
Fowlis,Fowlis Wester,https://www.wikidata.org/wiki/Q1440122,56.39678,-3.73816
France,France,https://www.wikidata.org/wiki/Q142,45.8325,6.864722222
Fraserburgh,Fraserburgh,https://www.wikidata.org/wiki/Q138873,57.693,-2.005
Frasersburgh,Fraserburgh,https://www.wikidata.org/wiki/Q138873,57.693,-2.005
Fruchie,Freuchie,https://www.wikidata.org/wiki/Q1009815,56.2478,-3.15611
Fushie Bridge,Fushiebridge railway station,https://www.wikidata.org/wiki/Q28966498,55.8405,-3.0475
Fushie bridge,Fushiebridge railway station,https://www.wikidata.org/wiki/Q28966498,55.8405,-3.0475
Fyvie,Fyvie,https://www.wikidata.org/wiki/Q1011189,57.4272,-2.39798
Gairloch,Gairloch,https://www.wikidata.org/wiki/Q1442295,57.728,-5.691
Gairlochead,Gairloch,https://www.wikidata.org/wiki/Q1442295,57.728,-5.691
Gala,Galashiels,https://www.wikidata.org/wiki/Q1016925,55.62055556,-2.818888889
Galashiels,Galashiels,https://www.wikidata.org/wiki/Q1016925,55.62055556,-2.818888889
Gallashiels,Galashiels,https://www.wikidata.org/wiki/Q1016925,55.62055556,-2.818888889
Gallawater,Gala Water,https://www.wikidata.org/wiki/Q5517762,55.6167,-2.78333
Gallotown,Fife,https://www.wikidata.org/wiki/Q201149,56.25,-3.2
Galloway,Galloway,https://www.wikidata.org/wiki/Q2342092,55.05,-4.133333333
Galston,Galston,https://www.wikidata.org/wiki/Q3997296,55.58333333,-4.383333333
Garderhouse,"Reawick, Reawick House, Watermill",https://www.wikidata.org/wiki/Q17853046,60.182,-1.40807
Garelton,"Garelton, 4 East Garleton Cottages",https://www.wikidata.org/wiki/Q17795970,55.9812,-2.78797
Gargunnoch,Gargunnock,https://www.wikidata.org/wiki/Q1013539,56.12,-4.09
Garlieston,Garlieston,https://www.wikidata.org/wiki/Q5523474,54.7905,-4.35776
Garlogie,Garlogie,https://www.wikidata.org/wiki/Q5523488,57.1333,-2.35
Garmouth,"Garmouth, Moray",https://www.wikidata.org/wiki/Q5523570,57.6667,-3.11667
Garnick and Glasgow Railway Carriages - see page 41,,,NA,NA
"Garnick and Glasgow Railway Depot, Townhead",,,NA,NA
Gartmore,Gartmore,https://www.wikidata.org/wiki/Q5524422,56.14,-4.38
Gartmore,Gartmore,https://www.wikidata.org/wiki/Q5524422,56.14,-4.38
Garvald,"Garvald, Scottish Borders",https://www.wikidata.org/wiki/Q5524503,55.7517,-3.02833
Gatehouse,Gatehouse of Fleet,https://www.wikidata.org/wiki/Q996643,54.81,-4.16
Gatehouse Fleet,Gatehouse of Fleet,https://www.wikidata.org/wiki/Q996643,54.81,-4.16
Gattenside,Gattonside,https://www.wikidata.org/wiki/Q5527525,55.6078,-2.72722
Gattonside,Gattonside,https://www.wikidata.org/wiki/Q5527525,55.6078,-2.72722
Germany,Germany,https://www.wikidata.org/wiki/Q183,54.91120841,8.66919994
Germany ,Germany,https://www.wikidata.org/wiki/Q183,54.91120841,8.66919994
Gibraltar,Gibraltar,https://www.wikidata.org/wiki/Q1410,36.138706,-5.347422
Gibralter,Gibraltar,https://www.wikidata.org/wiki/Q1410,36.138706,-5.347422
Gifford,"Gifford, East Lothian",https://www.wikidata.org/wiki/Q5559899,55.903,-2.745
Gifford Hall,Gifford Hall,https://www.wikidata.org/wiki/Q17544240,51.3787,-2.18163
Giffordhall,"Gifford, East Lothian",https://www.wikidata.org/wiki/Q5559899,55.903,-2.745
Gight,Gight,https://www.wikidata.org/wiki/Q5560293,57.449,-2.284
Gilmerton,Gilmerton,https://www.wikidata.org/wiki/Q4138314,55.905,-3.13083
Gilston,Gelston Castle,https://www.wikidata.org/wiki/Q17570703,54.9048,-3.90863
Girvan,Girvan,https://www.wikidata.org/wiki/Q1011787,55.2382,-4.85614
Gladsmuir,Gladsmuir,https://www.wikidata.org/wiki/Q5566309,55.9333,-2.86667
Glaffart,Glassford,https://www.wikidata.org/wiki/Q1009694,55.7003,-4.02889
Glames,Glamis,https://www.wikidata.org/wiki/Q1026782,56.6081,-3.00347
Glammis,Glamis,https://www.wikidata.org/wiki/Q1026782,56.6081,-3.00347
Glasgow,Glasgow,https://www.wikidata.org/wiki/Q4093,55.87,-4.27
Glasgow (day),Glasgow,https://www.wikidata.org/wiki/Q4093,55.87,-4.27
Glasgow (night),Glasgow,https://www.wikidata.org/wiki/Q4093,55.87,-4.27
Glasgow Stage,Glasgow,https://www.wikidata.org/wiki/Q4093,55.87,-4.27
"Glasgow, day",Glasgow,https://www.wikidata.org/wiki/Q4093,55.87,-4.27
"Glasgow, night",Glasgow,https://www.wikidata.org/wiki/Q4093,55.87,-4.27
Glenbuck,Glenbuck,https://www.wikidata.org/wiki/Q5568211,55.5333,-3.98333
Glencorse,Glencorse,https://www.wikidata.org/wiki/Q24197253,55.8507,-3.2042
