Source,Target,SourceLabel,TargetLabel,Name,Name_From_Loc,From_Loc_Address,Type,Subtype,Travel_Frequecy,Directory,Date,Travel_Cost,Capacity_Persons,Notes,X
https://www.wikidata.org/wiki/Q23436,https://www.wikidata.org/wiki/Q18160858,Edinburgh,Middleton,,,,Post,,150,postofficeannual18241825edin,1794,2,,,
https://www.wikidata.org/wiki/Q23436,https://www.wikidata.org/wiki/Q646784,Edinburgh,Moffat,,Scott's,Candlemaker-row,Carrier,,50,postofficeannual18241825edin,1794,,,,
https://www.wikidata.org/wiki/Q23436,https://www.wikidata.org/wiki/Q646784,Edinburgh,Moffat,,,,Post,,350,postofficeannual18241825edin,1794,3,,,
https://www.wikidata.org/wiki/Q23436,https://www.wikidata.org/wiki/Q6899864,Edinburgh,Moniaive,,,,Post,,100,postofficeannual18241825edin,1794,4,,,
https://www.wikidata.org/wiki/Q23436,https://www.wikidata.org/wiki/Q420303,Edinburgh,Montrose,,,,Post,,350,postofficeannual18241825edin,1794,5,,,
https://www.wikidata.org/wiki/Q23436,https://www.wikidata.org/wiki/Q1247411,Edinburgh,Muckar,,Proudfoot's,Grass-market,Carrier,,50,postofficeannual18241825edin,1794,,,,
https://www.wikidata.org/wiki/Q23436,https://www.wikidata.org/wiki/Q6933192,Edinburgh,Muirdrum,,,,Post,,300,postofficeannual18241825edin,1794,4,,,
https://www.wikidata.org/wiki/Q23436,https://www.wikidata.org/wiki/Q1008937,Edinburgh,Muirkirk,,,,Post,,150,postofficeannual18241825edin,1794,4,,,
https://www.wikidata.org/wiki/Q23436,https://www.wikidata.org/wiki/Q6938258,Edinburgh,Murdeston,,Baddie's,Grass-market,Carrier,,50,postofficeannual18241825edin,1794,,,,
https://www.wikidata.org/wiki/Q23436,https://www.wikidata.org/wiki/Q37718,Edinburgh,Musselburgh,,Hay's,Canongate head,Carrier,,300,postofficeannual18241825edin,1794,,,,
https://www.wikidata.org/wiki/Q23436,https://www.wikidata.org/wiki/Q37718,Edinburgh,Musselburgh,,,,Post,,350,postofficeannual18241825edin,1794,,,,
https://www.wikidata.org/wiki/Q23436,https://www.wikidata.org/wiki/Q37718,Edinburgh,Mussleburgh,,Bell's; Burnet's; Stewart's; Pentland's; Aitken's,,Coach,Stage,1750,postofficeannual18241825edin,1794,1s 3d,,,
https://www.wikidata.org/wiki/Q23436,https://www.wikidata.org/wiki/Q980084,Edinburgh,Nairn,,,,Post,,150,postofficeannual18241825edin,1794,6,,,
https://www.wikidata.org/wiki/Q23436,,Edinburgh,New Beath,,Gowan's,south back of Canongate,Carrier,,50,postofficeannual18241825edin,1794,,,,
https://www.wikidata.org/wiki/Q23436,https://www.wikidata.org/wiki/Q3778560,Edinburgh,New Galloway,,Paterson's,Grass-market,Carrier,,uncertain,postofficeannual18241825edin,1794,,,,
